DATE,REGION,REVENUE,COGS,FORECASTED_REVENUE
02-10-2024,West Zone,1207.26,527.56,511.75
02-10-2024,South Zone,3981.15,582.04,688.3
02-10-2024,Central Zone,3151.61,2075.73,2738.48
03-10-2024,North Zone,2921.35,1048.92,1349.75
03-10-2024,East Zone,307.2,2138.63,1842.24
03-10-2024,West Zone,12996.69,1294.47,5844.11
03-10-2024,South Zone,2308.66,931.39,3188.69
03-10-2024,Central Zone,951.36,5641.96,8538.12
04-10-2024,North Zone,4656.86,3699.47,7155.2
04-10-2024,East Zone,5790.81,2801.96,1035.9
04-10-2024,West Zone,3237.7,261.78,644.3
04-10-2024,South Zone,5057.08,785.62,6282.7
04-10-2024,Central Zone,566.42,3507.92,4615.14
05-10-2024,North Zone,6744.27,4959.44,1934.86
05-10-2024,East Zone,3755.25,597.24,1224.33
05-10-2024,West Zone,4732.46,902.7,6695.46
05-10-2024,South Zone,375.82,1811.18,5785.12
05-10-2024,Central Zone,2331.68,2374.41,480.79
06-10-2024,North Zone,6111.46,504.29,2889.59
06-10-2024,East Zone,3980.99,197.19,2800.04
06-10-2024,West Zone,549.71,3859.42,3400.61
06-10-2024,South Zone,350.7,847.43,1006.14
06-10-2024,Central Zone,5368.13,2286.28,4846.46
07-10-2024,North Zone,3394.77,821.05,2999.18
07-10-2024,East Zone,12120.29,223.68,7686.48
07-10-2024,West Zone,1853.14,5320.12,5478.32
07-10-2024,South Zone,569.9,1279.46,2638.49
07-10-2024,Central Zone,1121.84,1364.42,1581.3
08-10-2024,North Zone,472.49,3361.23,3315.01
08-10-2024,East Zone,2250.28,398.89,7107
08-10-2024,West Zone,7595.19,660.77,1510.39
08-10-2024,South Zone,2109.19,1073.16,308.37
08-10-2024,Central Zone,237.93,195.47,968.77
09-10-2024,North Zone,803.54,779.36,3883.09
09-10-2024,East Zone,4532.2,3386.56,3957.69
09-10-2024,West Zone,4761.64,4314.94,7594.44
09-10-2024,South Zone,976.27,594.04,941.02
09-10-2024,Central Zone,7094.1,896.9,895.56
10-10-2024,North Zone,1636.81,15.35,3340.52
10-10-2024,East Zone,4224.36,920.71,3090.56
10-10-2024,West Zone,1909.28,4231.3,3506.37
10-10-2024,South Zone,5817.45,934.4,91.26
10-10-2024,Central Zone,2353.09,2659.23,5512.83
11-10-2024,North Zone,2208.15,36.14,1010.8
11-10-2024,East Zone,1032.59,540.57,5649.1
11-10-2024,West Zone,1585.5,2066.48,624.01
11-10-2024,South Zone,4064.36,2753.63,2214.76
11-10-2024,Central Zone,937.23,567.3,284.13
12-10-2024,North Zone,2857.12,17.07,6478.98
12-10-2024,East Zone,752.83,2239.57,38
12-10-2024,West Zone,4260.26,1697.14,59.95
12-10-2024,South Zone,878.06,31.95,1022.76
12-10-2024,Central Zone,4291.74,1646.85,4876.03
13-10-2024,North Zone,2990.9,1440.32,2789.41
13-10-2024,East Zone,3472.23,106.72,119.91
13-10-2024,West Zone,2030.07,890.65,6036.23
13-10-2024,South Zone,928.64,872.42,613.07
13-10-2024,Central Zone,2265.13,2607.13,1524.81
14-10-2024,North Zone,4605.63,1216.98,337.14
14-10-2024,East Zone,3455.61,1689.85,10975.8
14-10-2024,West Zone,9129.89,1655.67,24.89
14-10-2024,South Zone,1730.61,1579.13,8269.85
14-10-2024,Central Zone,586.48,3920.14,741.22
15-10-2024,North Zone,1697.4,2509.7,1173.16
15-10-2024,East Zone,1521.21,2054.65,1195.27
15-10-2024,West Zone,491.42,189.22,781.6
15-10-2024,South Zone,7341.71,1754.76,751.73
15-10-2024,Central Zone,4126.46,306.01,10386.28
16-10-2024,North Zone,123.64,30.08,1863.95
16-10-2024,East Zone,3544.6,1622.28,1600.07
16-10-2024,West Zone,782.96,210.48,915.93
16-10-2024,South Zone,3460.33,1611.83,7564.42
16-10-2024,Central Zone,6837.55,3142.29,3049.26
17-10-2024,North Zone,2240.75,3316.08,2172.07
17-10-2024,East Zone,4140.4,712.64,1143.37
17-10-2024,West Zone,3534.41,3354.05,12749.55
17-10-2024,South Zone,3817.28,112.07,1166.68
17-10-2024,Central Zone,2930.92,1780.6,339.22
18-10-2024,North Zone,318.73,708.98,4339.62
18-10-2024,East Zone,465.88,1274.69,1360.44
18-10-2024,West Zone,3932.05,346.99,841.42
18-10-2024,South Zone,2355.52,431.81,4097.86
18-10-2024,Central Zone,6705.04,2973.22,2498.09
19-10-2024,North Zone,124.33,1451.99,525.56
19-10-2024,East Zone,843.59,1769.03,2696.35
19-10-2024,West Zone,7102.84,614.09,3664.89
19-10-2024,South Zone,1335.16,992.44,3853.5
19-10-2024,Central Zone,2009.54,579.38,981.72
20-10-2024,North Zone,5129.61,394.88,2618.67
20-10-2024,East Zone,915.07,9.02,1432.47
20-10-2024,West Zone,7588.79,3540.06,9555.41
20-10-2024,South Zone,359.65,1698.8,2374.74
20-10-2024,Central Zone,4600.13,2203.88,3107.69
21-10-2024,North Zone,1139.42,78.82,719.36
21-10-2024,East Zone,308.13,2098.21,5778.77
21-10-2024,West Zone,1873.08,159.86,2064.9
21-10-2024,South Zone,3206.44,1966.37,3901.68
21-10-2024,Central Zone,5565.67,1549.59,251.69
22-10-2024,North Zone,116.53,3040.4,2335.3
22-10-2024,East Zone,1693.52,2616.59,2224.32
22-10-2024,West Zone,11590.86,542.24,4368.16
22-10-2024,South Zone,242.74,2428.37,4860.57
22-10-2024,Central Zone,1404.62,268.27,1956.83
23-10-2024,North Zone,3163.48,1696.4,2022.49
23-10-2024,East Zone,5616.46,189.6,1828.48
23-10-2024,West Zone,1038.29,511.67,3913.75
23-10-2024,South Zone,1517.77,2177.67,1972.98
23-10-2024,Central Zone,929.92,1418.49,3335.53
24-10-2024,North Zone,973.08,56.83,3966.12
24-10-2024,East Zone,1195.4,1027.9,2718.74
24-10-2024,West Zone,3807.4,1151.49,1073.92
24-10-2024,South Zone,2679.09,2666.97,1597.59
24-10-2024,Central Zone,2222.1,1376.41,1514.58
25-10-2024,North Zone,9017.51,82.93,5462.52
25-10-2024,East Zone,4050.45,627.99,948.97
25-10-2024,West Zone,758.64,1349.06,4266.26
25-10-2024,South Zone,2997.52,5260.31,4361.07
25-10-2024,Central Zone,2162.58,606.63,2492.71
26-10-2024,North Zone,2559.8,5180.48,2060.26
26-10-2024,East Zone,2617.46,1018.17,5439.77
26-10-2024,West Zone,5562.3,771.73,9365.01
26-10-2024,South Zone,4993.31,654.18,2699.64
26-10-2024,Central Zone,4317.42,1080.36,1735.36
27-10-2024,North Zone,7652.04,739.4,3024.59
27-10-2024,East Zone,827.65,640.92,4073.75
27-10-2024,West Zone,647.35,5300.31,4829.53
27-10-2024,South Zone,284.25,922.67,4194.94
27-10-2024,Central Zone,9488.57,2008.25,1523.54
28-10-2024,North Zone,1215.17,1089.48,4112.82
28-10-2024,East Zone,4962.89,392.8,4477.21
28-10-2024,West Zone,2571.89,4284.35,2211.96
28-10-2024,South Zone,4578.4,3196.62,2177.54
28-10-2024,Central Zone,6066,225.19,5643.99
29-10-2024,North Zone,8122.71,3162.88,1534.41
29-10-2024,East Zone,3176.7,321.38,1209.69
29-10-2024,West Zone,1736.32,1168.74,7171.15
29-10-2024,South Zone,912.49,3790.42,508.32
29-10-2024,Central Zone,4104.5,1143.63,5348.14
30-10-2024,North Zone,426.88,381.02,2798.49
30-10-2024,East Zone,5933.01,511.05,7458.05
30-10-2024,West Zone,88.18,1855.62,1476.49
30-10-2024,South Zone,5955.29,2145.87,587.58
30-10-2024,Central Zone,803.11,1360.2,2014.76
31-10-2024,North Zone,1519.51,995.63,395.26
31-10-2024,East Zone,3066.81,588.5,7346.11
31-10-2024,West Zone,3614.03,2996.98,3565.58
31-10-2024,South Zone,1155.44,736.03,428.29
31-10-2024,Central Zone,1661.28,510.87,269.59
01-11-2024,North Zone,266.76,193.08,5336
01-11-2024,East Zone,3832.29,1849.42,6077.9
01-11-2024,West Zone,2669.89,1601.34,589.87
01-11-2024,South Zone,4433.42,3395.28,357.57
01-11-2024,Central Zone,3218.86,399.02,2428.14
02-11-2024,North Zone,309.71,654.64,8443.87
02-11-2024,East Zone,4690.28,1886.24,516.46
02-11-2024,West Zone,964.5,204.17,751.66
02-11-2024,South Zone,1723.91,445.93,764.18
02-11-2024,Central Zone,4658.42,2506.76,1102.59
03-11-2024,North Zone,2032.28,2059.01,843.94
03-11-2024,East Zone,354.51,491.11,2304.12
03-11-2024,West Zone,4014.49,389.61,5215.28
03-11-2024,South Zone,3552.35,1903.05,1521.38
03-11-2024,Central Zone,1289.98,600.94,954.16
04-11-2024,North Zone,1902.43,508.64,5586.13
04-11-2024,East Zone,1360.29,1224.93,1567.98
04-11-2024,West Zone,634.65,1478.69,522.5
04-11-2024,South Zone,3560.76,1458.91,911.87
04-11-2024,Central Zone,3214.8,920.21,1350.55
05-11-2024,North Zone,6115.73,425.5,442.22
05-11-2024,East Zone,3643.88,5680.84,167.87
05-11-2024,West Zone,3538.79,340.34,5727.02
05-11-2024,South Zone,2018.1,405.21,6416.54
05-11-2024,Central Zone,1810.65,450.82,3020.3
06-11-2024,North Zone,3381.84,44.3,2301.38
06-11-2024,East Zone,3711.65,2331.95,1087.6
06-11-2024,West Zone,28.48,2453.95,1742.83
06-11-2024,South Zone,2286.61,148.5,3325.51
06-11-2024,Central Zone,756.52,715.22,1753.71
07-11-2024,North Zone,9865.62,766.57,5942.89
07-11-2024,East Zone,1106.77,215.11,1945
07-11-2024,West Zone,1607.65,3157.42,625.42
07-11-2024,South Zone,5186.63,3204.69,7566.21
07-11-2024,Central Zone,281.86,2091.26,118.89
08-11-2024,North Zone,2319.07,367.05,3714.96
08-11-2024,East Zone,1955.53,632.81,1625.09
08-11-2024,West Zone,650.34,441.57,3834.12
08-11-2024,South Zone,2367.81,3659.31,1870.68
08-11-2024,Central Zone,4444.3,1269.4,43.03
09-11-2024,North Zone,3301.5,217.02,3201.98
09-11-2024,East Zone,1485.16,12.72,4008.27
09-11-2024,West Zone,270.91,425.86,1549.93
09-11-2024,South Zone,4459.99,4953.72,1970.54
09-11-2024,Central Zone,1350.68,42.58,103.79
10-11-2024,North Zone,1703.92,2511.08,3485.99
10-11-2024,East Zone,2508.97,57.8,257.24
10-11-2024,West Zone,772.26,1060.54,1098.71
10-11-2024,South Zone,1334.76,432.3,1011.9
10-11-2024,Central Zone,4366.06,578.37,5661.93
11-11-2024,North Zone,2660.24,478.91,2081.81
11-11-2024,East Zone,4670.78,751.48,217.28
11-11-2024,West Zone,4481.72,689.09,948.35
11-11-2024,South Zone,4378.66,2371.53,1880.51
11-11-2024,Central Zone,471.42,3930.37,9944.09
12-11-2024,North Zone,3268.04,696.27,1085.14
12-11-2024,East Zone,2081.9,2347.91,5603.41
12-11-2024,West Zone,214.06,15.37,721.18
12-11-2024,South Zone,5952.13,2005.02,3871.71
12-11-2024,Central Zone,830.87,968.08,1001.54
13-11-2024,North Zone,47.36,2162.77,4544.31
13-11-2024,East Zone,3782.05,296.62,2436.52
13-11-2024,West Zone,683.56,551.86,6931.66
13-11-2024,South Zone,236.35,1340.36,327.92
13-11-2024,Central Zone,9996.45,2176.96,668.41
14-11-2024,North Zone,1421.88,408.99,7506.68
14-11-2024,East Zone,6494.81,1170.87,2088.37
14-11-2024,West Zone,3827.7,494.06,347.8
14-11-2024,South Zone,421.45,2745.78,6401.63
14-11-2024,Central Zone,3187.92,1358.72,735.83
15-11-2024,North Zone,596.11,463.24,920.26
15-11-2024,East Zone,946.95,3008.27,4827.45
15-11-2024,West Zone,1633.84,1462.52,3726.77
15-11-2024,South Zone,14026.39,714.18,1383.71
15-11-2024,Central Zone,946.58,4473.38,7702.86
16-11-2024,North Zone,9194.67,2758.82,2055.62
16-11-2024,East Zone,2340.05,520.01,4536.37
16-11-2024,West Zone,2885.18,286,1886.01
16-11-2024,South Zone,489.17,726.27,7072.37
16-11-2024,Central Zone,2559.39,2970.65,3490.45
17-11-2024,North Zone,1243.82,1150.31,3670.49
17-11-2024,East Zone,1255.38,759.81,2271.1
17-11-2024,West Zone,2206.18,2165.35,1013.01
17-11-2024,South Zone,4379.99,37.63,1095.42
17-11-2024,Central Zone,3985.17,2478.53,3868.95
18-11-2024,North Zone,1090.45,3917.39,69.8
18-11-2024,East Zone,91.1,573.99,434.8
18-11-2024,West Zone,826.32,1447.31,2191.65
18-11-2024,South Zone,1881.9,111.27,3175.03
18-11-2024,Central Zone,7628.53,34.96,4364.71
19-11-2024,North Zone,2055.95,3576.16,1584.11
19-11-2024,East Zone,4459.92,449.35,4353.42
19-11-2024,West Zone,1908.16,291.66,2610.91
19-11-2024,South Zone,1240.59,138.77,559.46
19-11-2024,Central Zone,860.85,1094.84,1584.86
20-11-2024,North Zone,5476.98,1601.69,418.16
20-11-2024,East Zone,1019.88,2.1,3233.53
20-11-2024,West Zone,639.21,1921.82,6709.41
20-11-2024,South Zone,3468.06,152.42,1544.74
20-11-2024,Central Zone,2413.82,3873.13,479.74
21-11-2024,North Zone,2957.39,715.71,8734.38
21-11-2024,East Zone,2822.69,1017.61,103.29
21-11-2024,West Zone,2363.46,8.27,1398.95
21-11-2024,South Zone,352.26,2909.71,1812.41
21-11-2024,Central Zone,4086.61,596.26,1873.78
22-11-2024,North Zone,2023.58,1103.6,754.98
22-11-2024,East Zone,74.49,3362.41,1433.58
22-11-2024,West Zone,5443.02,227.05,3749.82
22-11-2024,South Zone,592.52,2546.72,4539.61
22-11-2024,Central Zone,6798.15,948.85,3786.09
23-11-2024,North Zone,1772.14,3405.43,96.46
23-11-2024,East Zone,5507.86,2235.15,6104.67
23-11-2024,West Zone,4839.35,780.51,1576.88
23-11-2024,South Zone,1111.84,131.74,5949.45
23-11-2024,Central Zone,3397.28,40.74,2577.49
24-11-2024,North Zone,4496.39,2828.5,2972.58
24-11-2024,East Zone,9569.23,868.76,941.81
24-11-2024,West Zone,46.47,1455.58,4112.44
24-11-2024,South Zone,425.97,3034.81,8072.3
24-11-2024,Central Zone,2613.56,509.85,1454.61
25-11-2024,North Zone,7.13,2307.41,103.43
25-11-2024,East Zone,4110.87,27.83,4555.97
25-11-2024,West Zone,2561.23,337.18,1263.52
25-11-2024,South Zone,3249.56,1653.88,2893.1
25-11-2024,Central Zone,2946.11,1901.51,4813.9
26-11-2024,North Zone,5684.34,2073.02,3968.59
26-11-2024,East Zone,661.7,251.64,1390.67
26-11-2024,West Zone,1527.4,1130.72,7370.1
26-11-2024,South Zone,3820.5,2940.19,1050
26-11-2024,Central Zone,2315.63,519.81,537.9
27-11-2024,North Zone,2482.99,661.7,4282.38
27-11-2024,East Zone,1812.02,95.64,4281.71
27-11-2024,West Zone,603.99,3414.65,122.49
27-11-2024,South Zone,5050.64,346.12,2800.62
27-11-2024,Central Zone,1754.44,1085.78,864.52
28-11-2024,North Zone,6667.29,484.61,6654.32
28-11-2024,East Zone,8765.32,649.46,901.86
28-11-2024,West Zone,764.95,3059.89,2889.36
28-11-2024,South Zone,1856.1,713.45,439.61
28-11-2024,Central Zone,232.68,3182.68,6868.68
29-11-2024,North Zone,471.06,1912.65,460.62
29-11-2024,East Zone,2580.12,380.43,3131.65
29-11-2024,West Zone,2151.21,423.8,831.11
29-11-2024,South Zone,1672.08,518.83,4230.86
29-11-2024,Central Zone,3714.47,1026.96,650.55
30-11-2024,North Zone,927.36,1178.39,4350.55
30-11-2024,East Zone,1602.96,3806.5,2251.74
30-11-2024,West Zone,8586.97,2724.56,3811.88
30-11-2024,South Zone,2429.64,942.89,2351.03
30-11-2024,Central Zone,3345.17,46.44,2638.93
01-12-2024,North Zone,4902.02,1057.61,6167.93
01-12-2024,East Zone,2103.81,685.55,1650.13
01-12-2024,West Zone,1907.59,1016.17,5902.82
01-12-2024,South Zone,2171.45,53.87,2024.26
01-12-2024,Central Zone,7146.33,7303.52,2283.32
02-12-2024,North Zone,1585.63,298.64,4504.59
02-12-2024,East Zone,7446.68,1596.34,1741.88
02-12-2024,West Zone,138.09,393.93,6622.76
02-12-2024,South Zone,945.9,3805.45,2437.13
02-12-2024,Central Zone,7688.5,2213.47,1305.22
03-12-2024,North Zone,6877.14,562.03,4340.82
03-12-2024,East Zone,602.08,1739.36,1055.59
03-12-2024,West Zone,634.71,2612.47,5186.29
03-12-2024,South Zone,3350.24,213.34,975.56
03-12-2024,Central Zone,1094.59,374.84,20.03
04-12-2024,North Zone,957.61,923.06,713.49
04-12-2024,East Zone,1055.79,166.11,5688.68
04-12-2024,West Zone,1579.56,700.09,1325.17
04-12-2024,South Zone,7767.86,470.26,5994.83
04-12-2024,Central Zone,2580.87,3384.98,1453.08
05-12-2024,North Zone,807,414.94,1267.74
05-12-2024,East Zone,2536.99,2331.81,5842.57
05-12-2024,West Zone,2299.05,462.78,273.47
05-12-2024,South Zone,431.11,1796.03,7416.34
05-12-2024,Central Zone,9485.91,1639.97,1967.19
06-12-2024,North Zone,2726.92,481.74,983.01
06-12-2024,East Zone,1118.31,1273.35,581.84
06-12-2024,West Zone,2476.53,200.71,2231.37
06-12-2024,South Zone,834.8,516.21,6740.61
06-12-2024,Central Zone,5715.87,3029.38,1004.57
07-12-2024,North Zone,5109.69,347.22,1733.77
07-12-2024,East Zone,856.16,1321.84,1799.25
07-12-2024,West Zone,4718.61,588.85,578.1
07-12-2024,South Zone,3010,223.55,1731.99
07-12-2024,Central Zone,240.72,3123.51,6524.68
08-12-2024,North Zone,870.07,1268.25,2557.31
08-12-2024,East Zone,7494.62,1262.89,1132.46
08-12-2024,West Zone,590.58,1163.81,6207.45
08-12-2024,South Zone,2548.91,321.6,394.8
08-12-2024,Central Zone,352.99,1219.98,2787.77
09-12-2024,North Zone,562.72,309.62,1447.37
09-12-2024,East Zone,1073.26,3845.79,732.82
09-12-2024,West Zone,43.34,164.98,580.32
09-12-2024,South Zone,2117.7,663.48,507.31
09-12-2024,Central Zone,10467.95,1159.25,10290.33
10-12-2024,North Zone,546.88,576.19,990.09
10-12-2024,East Zone,1842.61,2921.17,1752.23
10-12-2024,West Zone,3291.81,569.83,1077.07
10-12-2024,South Zone,4639.79,137.34,3212
10-12-2024,Central Zone,45.03,117.86,2690.61
11-12-2024,North Zone,8352.81,1184.46,133.87
11-12-2024,East Zone,384.63,3919.73,2851.21
11-12-2024,West Zone,1570.72,1643.19,9961.31
11-12-2024,South Zone,5730.39,1997.08,5401.16
11-12-2024,Central Zone,2043.72,1510.31,974.35
12-12-2024,North Zone,179.13,254.92,2040.9
12-12-2024,East Zone,4225.68,505.71,1315.78
12-12-2024,West Zone,2497.91,2648.25,1932.83
12-12-2024,South Zone,1922.91,1118.14,1751.85
12-12-2024,Central Zone,1691.74,136.03,2779.53
13-12-2024,North Zone,2909.36,1660.66,2617.14
13-12-2024,East Zone,7482.9,1283.18,3749.37
13-12-2024,West Zone,1657.22,2377.54,5775.98
13-12-2024,South Zone,1429.41,545.26,52.11
13-12-2024,Central Zone,1356.53,2016.84,2179.22
14-12-2024,North Zone,605.35,1603.71,2580.56
14-12-2024,East Zone,5076.51,413.88,826.24
14-12-2024,West Zone,767.2,674.49,4998.11
14-12-2024,South Zone,2369.25,2478.51,435.74
14-12-2024,Central Zone,4137.06,2196.4,5255.7
15-12-2024,North Zone,137.7,277.53,4273.81
15-12-2024,East Zone,3774.77,1884.84,2709.77
15-12-2024,West Zone,2613.69,3094.45,6099.4
15-12-2024,South Zone,404.53,2093.26,2806.86
15-12-2024,Central Zone,9256.44,512.9,590.56
16-12-2024,North Zone,3304.06,1232.15,6411.06
16-12-2024,East Zone,2784.57,2822.77,1004.26
16-12-2024,West Zone,6613.86,1963.12,6256.57
16-12-2024,South Zone,3530.14,1864.81,3085.26
16-12-2024,Central Zone,2825.89,496.39,2592.43
17-12-2024,North Zone,2500.64,3409.91,5839.2
17-12-2024,East Zone,1324.96,199.25,3458.02
17-12-2024,West Zone,4274.97,1248.21,2070.49
17-12-2024,South Zone,4184.33,764.85,3982.04
17-12-2024,Central Zone,4061.46,1691.96,964.02
18-12-2024,North Zone,2323.17,1139.14,1565.3
18-12-2024,East Zone,1233.91,238.91,1329.64
18-12-2024,West Zone,2718.38,154.16,1911.49
18-12-2024,South Zone,459.91,1464.83,1737.87
18-12-2024,Central Zone,3832.34,1969.59,4137.76
19-12-2024,North Zone,4539.97,1323.17,2278.56
19-12-2024,East Zone,7088.87,619.46,39.41
19-12-2024,West Zone,1587.51,602.65,6558.14
19-12-2024,South Zone,327.6,1115.12,415.95
19-12-2024,Central Zone,833.25,3554.42,3936.95
20-12-2024,North Zone,7.88,950.66,1069.76
20-12-2024,East Zone,5181.02,943.36,598.17
20-12-2024,West Zone,5085.72,4399.87,14198.65
20-12-2024,South Zone,1872.23,89.63,165.83
20-12-2024,Central Zone,3228.56,721.37,149.64
21-12-2024,North Zone,470.83,2336.3,1750.77
21-12-2024,East Zone,5341.45,2804.28,2507.17
21-12-2024,West Zone,2768.11,694.81,548.88
21-12-2024,South Zone,1275.29,699.99,3508.48
21-12-2024,Central Zone,5372.2,1928.62,8168.67
22-12-2024,North Zone,7608.82,1327.72,1696.44
22-12-2024,East Zone,3413.8,550.78,313.48
22-12-2024,West Zone,2811.2,1036.78,4240.12
22-12-2024,South Zone,1366.96,6455.37,6567.08
22-12-2024,Central Zone,1260.88,44.95,4169.22
23-12-2024,North Zone,4803.24,1064.89,2444.47
23-12-2024,East Zone,3613.24,1131.22,5286.28
23-12-2024,West Zone,516.96,2020.7,1444.15
23-12-2024,South Zone,2767.49,539.32,2113.08
23-12-2024,Central Zone,1147.74,2775.32,256.75
24-12-2024,North Zone,4098.79,828.04,543.56
24-12-2024,East Zone,1663.15,151.8,3760.04
24-12-2024,West Zone,512.49,1554.09,2757.57
24-12-2024,South Zone,469.31,40.91,1254.26
24-12-2024,Central Zone,4265.7,1944.6,3488.73
25-12-2024,North Zone,2743.74,18.58,1203.14
25-12-2024,East Zone,2316.28,1423.87,5956.51
25-12-2024,West Zone,1852.27,3054.72,6089.03
25-12-2024,South Zone,4588.19,1966.25,1845.72
25-12-2024,Central Zone,2639.56,1537.73,107.17
26-12-2024,North Zone,613.27,1898.71,5055.29
26-12-2024,East Zone,342.22,1467.1,5888.96
26-12-2024,West Zone,1455.12,1588.72,6833.84
26-12-2024,South Zone,17364.64,1587.84,1428.83
26-12-2024,Central Zone,386.43,2741.68,825.05
27-12-2024,North Zone,2015.3,131.92,167
27-12-2024,East Zone,6453.2,1803.96,3827.93
27-12-2024,West Zone,217.47,826.18,2245.39
27-12-2024,South Zone,533.21,421.9,2929.63
27-12-2024,Central Zone,2398.23,3597.84,2460.32
28-12-2024,North Zone,86.56,5032.4,5569.55
28-12-2024,East Zone,16493.19,2331.73,409.57
28-12-2024,West Zone,684.43,1218.77,1323.05
28-12-2024,South Zone,396.55,1142.32,5594.01
28-12-2024,Central Zone,1400.71,178.74,4611.07
29-12-2024,North Zone,2569.96,1152.91,4904.71
29-12-2024,East Zone,7658.45,794.01,4628.59
29-12-2024,West Zone,1822.05,2752.32,233.69
29-12-2024,South Zone,2141.44,3533.69,6063.14
29-12-2024,Central Zone,1614.77,997.33,298.73
30-12-2024,North Zone,2667.64,1269.81,10663.45
30-12-2024,East Zone,1076.25,2400.79,2360.95
30-12-2024,West Zone,3878.08,1637.83,1366.61
30-12-2024,South Zone,4294.78,2276.81,1240.19
30-12-2024,Central Zone,2649.8,416.7,466.96
31-12-2024,North Zone,5910.95,3928.05,1242.21
31-12-2024,East Zone,3105.52,1164.36,2678.7
31-12-2024,West Zone,1916.43,972.94,1849.96
31-12-2024,South Zone,5541.04,1229.74,9111.79
31-12-2024,Central Zone,2624.87,1729,2720.64
