IDENTIFIER,TITLE
SSEDHTCTUF11A,Total Number of Teachers in Higher Education - Tutors (Female)
SSEDHTCTUT11A,Total Number of Teachers in Higher Education - Tutors
SSEDHTCVTF11A,Total Number of Teachers in Higher Education - Visiting Teachers (Female)
SSEDHTCVTM11A,Total Number of Teachers in Higher Education - Visiting Teachers (Male)
SSEDHTCVTT11A,Total Number of Teachers in Higher Education - Visiting Teachers
SSEDHUNFCE11A,Total Enrolment in Deemed University - Private - Certificate Courses (Female)
SSEDHUNFDE11A,Total Enrolment in Deemed University - Private - Post Graduate Diploma Courses (Female)
SSEDHUNFGE11A,Total Enrolment in Deemed University - Private - Post Graduate Courses (Female)
SSEDHUNFIE11A,Total Enrolment in Deemed University - Private - Integrated Courses (Female)
SSEDHUNFLE11A,Total Enrolment in Deemed University - Private - Diploma Courses (Female)
SSEDHUNFME11A,Total Enrolment in Deemed University - Private - MPhil Course (Female)
SSEDHUNFPE11A,Total Enrolment in Deemed University - Private - PhD Course (Female)
SSEDHUNFUE11A,Total Enrolment in Deemed University - Private - Under Graduate Courses (Female)
SSEDHUNMCE11A,Total Enrolment in Deemed University - Private - Certificate Courses (Male)
SSEDHUNMDE11A,Total Enrolment in Deemed University - Private - Post Graduate Diploma Courses (Male)
SSEDHUNMGE11A,Total Enrolment in Deemed University - Private - Post Graduate Courses (Male)
SSEDHUNMIE11A,Total Enrolment in Deemed University - Private - Integrated Courses (Male)
SSEDHUNMLE11A,Total Enrolment in Deemed University - Private - Diploma Courses (Male)
SSEDHUNMME11A,Total Enrolment in Deemed University - Private - MPhil Course (Male)
SSEDHUNMPE11A,Total Enrolment in Deemed University - Private - PhD Course (Male)
SSEDHUNMTE11A,Total Enrolment in Deemed University - Private (Male)
SSEDHUNMUE11A,Total Enrolment in Deemed University - Private - Under Graduate Courses (Male)
SSEDHUNTCE11A,Total Enrolment in Deemed University - Private - Certificate Courses
SSEDHSVFGE11A,Total Enrolment in State Private University - Post Graduate Courses (Female)
SSEDHSVTIE11A,Total Enrolment in State Private University - Integrated Courses
SSEDHTCPRF11A,Total Number of Teachers in Higher Education - Professors (Female)
SSEDHUNFTE11A,Total Enrolment in Deemed University - Private (Female)
SSEDHUNTDE11A,Total Enrolment in Deemed University - Private - Post Graduate Diploma Courses
SSEDHUNTGE11A,Total Enrolment in Deemed University - Private - Post Graduate Courses
SSEDHUNTIE11A,Total Enrolment in Deemed University - Private - Integrated Courses
SSEDHUNTLE11A,Total Enrolment in Deemed University - Private - Diploma Courses
SSEDHUNTME11A,Total Enrolment in Deemed University - Private - MPhil Course
SSEDHUNTTE11A,Total Enrolment in Deemed University - Private
SSEDHUNTUE11A,Total Enrolment in Deemed University - Private - Under Graduate Courses
SSEDMAALEA11A,Percentage of enrolled children able to identify less than 4 out of 5 single digit numbers
SSEDMAALEB11A,Percentage of enrolled children able to identify 4 out 5 single digit numbers
SSEDMAALEC11A,Percentage of enrolled children able to 4 out of 5 two digit numbers
SSEDMAALEE11A,Percentage of enrolled children able to do three digit by one digit division
SSEDMABLEA11A,Percentage of enrolled boys able to identify less than 4 out of 5 single digit numbers
SSEDMABLEB11A,Percentage of enrolled boys able to identify 4 out 5 single digit numbers
SSEDMABLEC11A,Percentage of enrolled boys able to 4 out of 5 two digit numbers
SSEDMABLED11A,Percentage of enrolled boys able to do two digit subtraction with carryover
SSEDMAGLEA11A,Percentage of enrolled girls able to identify less than 4 out of 5 single digit numbers
SSEDMAGLEB11A,Percentage of enrolled girls able to identify 4 out 5 single digit numbers
SSEDMAGLED11A,Percentage of enrolled girls able to do two digit subtraction with carryover
SSEDMAGLEE11A,Percentage of enrolled girls able to do three digit by one digit division
SSEDSOTFCE11A,Total Enrolment in Other Universities - Certificate Courses (Female)
SSEDSOTFIE11A,Total Enrolment in Other Universities - Integrated Courses (Female)
SSEDSOTFLE11A,Total Enrolment in Other Universities - Diploma Courses (Female)
SSEDSOTFME11A,Total Enrolment in Other Universities - MPhil Course (Female)
SSEDSOTFPE11A,Total Enrolment in Other Universities - PhD Course (Female)
SSEDSOTFTE11A,Total Enrolment in Other Universities (Female)
SSEDSOTFUE11A,Total Enrolment in Other Universities - Under Graduate Courses (Female)
SSEDSOTMCE11A,Total Enrolment in Other Universities - Certificate Courses (Male)
SSEDSOTMDE11A,Total Enrolment in Other Universities - Post Graduate Diploma Courses (Male)
SSEDSOTMGE11A,Total Enrolment in Other Universities - Post Graduate Courses (Male)
SSEDSOTMIE11A,Total Enrolment in Other Universities - Integrated Courses (Male)
SSEDSOTMLE11A,Total Enrolment in Other Universities - Diploma Courses (Male)
SSEDSOTMME11A,Total Enrolment in Other Universities - MPhil Course (Male)
SSEDSOTMPE11A,Total Enrolment in Other Universities - PhD Course (Male)
SSEDSOTMTE11A,Total Enrolment in Other Universities (Male)
SSEDSOTMUE11A,Total Enrolment in Other Universities - Under Graduate Courses (Male)
SSEDSOTTDE11A,Total Enrolment in Other Universities - Post Graduate Diploma Courses
SSEDSOTTGE11A,Total Enrolment in Other Universities - Post Graduate Courses
SSEDSOTTIE11A,Total Enrolment in Other Universities - Integrated Courses
SSEDSOTTLE11A,Total Enrolment in Other Universities - Diploma Courses
SSEDSOTTME11A,Total Enrolment in Other Universities - MPhil Course
SSEDSOTTPE11A,Total Enrolment in Other Universities - PhD Course
SSEDSOTTTE11A,Total Enrolment in Other Universities
SSEDSOTTUE11A,Total Enrolment in Other Universities - Under Graduate Courses
SSEDUNICUN11A,Number of Universities in India - Central University
SSEDUNIDUA11A,Number of Universities in India - Deemed University - Govt Aided
SSEDUNIDUG11A,Number of Universities in India - Deemed University - Government
SSEDUNIDUP11A,Number of Universities in India - Deemed University - Private
SSEDUNIINI11A,Number of Universities in India - Institutes of National Importance
SSEDUNISPU11A,Number of Universities in India - State University - Public
SSEDUNITOT11A,Number of Universities in India
URPERBRGROGLM,Unemployment Rate - Brazil
URPERCHGROGLM,Unemployment Rate - China
URPEREUGROGLM,Unemployment Rate - Euro Area
URPERFRGROGLQ,Unemployment Rate - France
URPERGEGROGLM,Unemployment Rate - Germany
URPERIDGROGLQ,Unemployment Rate - Indonesia
URPERITGROGLM,Unemployment Rate - Italy
URPERJPGROGLM,Unemployment Rate - Japan
SSEDHSLMGE11A,Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Courses (Male)
SSEDHSLTDE11A,Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Diploma Courses
SSEDHSPMPE11A,Total Enrolment in State Public University - PhD Course (Male)
SSEDHSPTIE11A,Total Enrolment in State Public University - Integrated Courses
SSEDHSVFTE11A,Total Enrolment in State Private University (Female)
SSEDHSVTUE11A,Total Enrolment in State Private University - Under Graduate Courses
SSEDHTCATF11A,Total Number of Teachers in Higher Education (Female)
SSEDHTCSTM11A,Total Number of Teachers in Higher Education - Assistant Professors (Male)
SSEDHTCSTT11A,Total Number of Teachers in Higher Education - Assistant Professors
SSEDHTCTUM11A,Total Number of Teachers in Higher Education - Tutors (Male)
SSEDHUNTPE11A,Total Enrolment in Deemed University - Private - PhD Course
SSEDMAALED11A,Percentage of enrolled children able to do two digit subtraction with carryover
SSEDMABLEE11A,Percentage of enrolled boys able to do three digit by one digit division
SSEDMAGLEC11A,Percentage of enrolled girls able to 4 out of 5 two digit numbers
SSEDSOTFDE11A,Total Enrolment in Other Universities - Post Graduate Diploma Courses (Female)
SSEDSOTFGE11A,Total Enrolment in Other Universities - Post Graduate Courses (Female)
SSEDSOTTCE11A,Total Enrolment in Other Universities - Certificate Courses
SSEDUNISPV11A,Number of Universities in India - State University - Private
SSHLINMORT11A,Infant Mortality Rate (Annual)
URPERMXGROGLM,Unemployment Rate - Mexico
URPERPHGROGLM,Unemployment Rate - Philippines
URPERPLGROGLM,Unemployment Rate - Poland
URPERSAGROGLQ,Unemployment Rate - South Africa
URPERSKGROGLM,Unemployment Rate - South Korea
URPERTHGROGLM,Unemployment Rate - Thailand
URPERTRGROGLM,Unemployment Rate - Turkiye
URPERUKGROGLM,Unemployment Rate - UK
URPERUSGROGLM,Unemployment Rate - USA
